word	Spam	Ham
coimbatore	0	1
invoices	0	1
favorite	0	1
reserves	0	1
acl	2	0
responsibilities	0	1
fishhead	0	1
aft	0	19
stock	0	5
profile	0	1
sir	1	37
fran	0	3
mobno	2	0
philosophy	0	3
stopbcm	1	0
collection	26	0
united	1	0
inst	0	1
bluff	0	2
amnow	0	1
winaweek	3	0
cuddling	0	2
chasing	1	2
lines	2	1
chief	0	1
laurie	0	1
lined	0	1
lubly	0	1
despite	0	2
madodu	0	1
horny	7	0
freemsg	14	0
bunch	0	1
lf	2	0
ld	0	1
le	2	1
lb	0	1
la	3	7
egbon	0	1
lo	0	2
ll	4	254
lk	0	2
labor	0	1
lv	0	2
lt	0	242
squatting	0	1
ls	6	0
lp	3	0
sonathaya	0	1
dad	0	29
outbid	1	0
dan	0	2
dao	0	1
dai	0	3
toshiba	0	2
dat	0	39
mention	0	1
cutting	0	2
courtroom	0	1
das	0	1
stewartsize	1	0
day	21	200
february	0	4
verifying	0	1
dwn	0	1
tues	0	2
dbuk	2	0
lingerie	1	0
gurl	0	1
sometext	0	1
identifier	16	0
warner	1	1
activate	5	1
parties	1	0
sexual	1	0
popping	0	1
kids	0	8
thasa	0	1
mate	0	14
messenger	0	3
rem	0	5
lecture	0	4
ref	4	0
reg	0	2
math	0	2
ree	1	0
frank	0	1
clarify	0	1
approaches	0	1
que	0	1
supose	0	1
receipts	0	2
backwards	0	1
thousad	0	1
flippin	0	1
musicnews	1	0
mids	0	2
south	0	8
finest	1	0
sack	0	1
embarrassed	0	1
reached	0	10
monkey	0	1
cabin	0	5
nitro	0	1
somethin	0	5
completed	0	2
nobody	0	11
sporadically	0	1
mobsi	1	0
oga	0	1
msgrcvdhg	4	0
ipad	0	2
loved	0	10
pretsorginta	0	1
jocks	1	0
compensation	1	0
loves	0	8
lover	2	7
neshanth	0	1
hava	1	0
soladha	0	1
have	127	404
throat	0	4
apparently	0	4
havn	0	1
min	37	27
mia	0	1
odalebeku	0	1
gravity	0	4
mix	3	0
mis	0	1
illspeak	0	1
unless	0	9
rearrange	0	1
eight	0	3
payment	0	2
mus	0	1
request	1	7
valuing	0	1
callers	0	5
occasion	0	1
skinny	0	1
normally	0	3
selection	5	0
tamilnadu	0	1
text	109	67
charles	0	2
mojibiola	0	2
texd	0	1
jenxxx	0	1
soryda	0	3
staff	0	3
housewives	2	0
resubmit	1	0
treatin	0	1
lucozade	2	0
qjkgighjjgcbl	1	0
stripes	0	1
bear	0	2
restocked	0	1
kochi	0	1
timing	0	5
monoc	1	0
fixes	0	1
calling	6	15
cdgt	2	0
monos	1	0
blogspot	0	1
fixed	2	6
ileave	0	1
joanna	0	2
conform	0	2
turkeys	0	1
national	22	0
evrey	0	2
greece	0	1
terms	9	2
xxxxx	1	1
pattern	0	2
reapply	0	1
maruti	0	1
difficulties	0	2
progress	0	1
bcums	0	4
spjanuary	1	0
vry	0	6
grumble	0	1
deliver	0	4
willing	1	5
armenia	0	1
synced	0	1
boatin	0	1
perweeksub	1	0
instant	1	0
freely	0	1
taking	1	17
attributed	0	1
trips	0	2
gailxx	0	1
glorious	0	1
otherwise	0	10
comment	0	1
aa	0	1
batchlor	0	1
teasing	0	6
gong	0	1
denis	0	1
laugh	1	9
earning	0	1
ad	1	5
eshxxxxxxxxxxx	0	1
copies	0	1
darren	0	11
gaze	0	1
warwick	0	1
copied	0	1
wx	8	0
arises	0	1
finishes	0	3
ridden	0	1
finished	0	19
bull	0	1
browsin	0	1
plaid	0	1
subletting	0	1
value	0	3
bray	2	0
cereals	0	1
almost	0	13
kicchu	0	1
squid	0	1
weighed	0	1
watched	0	1
partner	5	1
grinder	0	1
headstart	0	1
casualty	0	1
frnds	0	14
atural	0	1
yourjob	0	1
tiempo	0	1
selfish	0	2
samantha	0	1
flew	0	1
fucked	0	2
retard	0	1
center	2	2
weapon	0	1
thought	1	45
oops	0	10
redeemable	1	0
position	0	2
usual	0	10
shracomorsglsuplt	2	0
stores	0	2
executive	0	3
tough	0	7
gynae	0	1
nokias	3	0
ads	2	0
adp	1	0
webeburnin	1	0
add	0	8
voila	0	1
citizen	0	3
gmw	1	0
match	6	5
adi	0	1
wining	1	0
tests	0	3
icic	0	1
lotsly	0	1
venugopal	0	1
fyi	0	6
dryer	0	1
amrita	0	1
motorola	11	2
like	13	216
success	0	2
sofa	0	9
sagamu	0	1
chick	0	1
works	0	6
soft	0	3
armand	0	6
accessible	1	0
ything	0	1
alive	0	3
hair	0	21
himso	0	1
luvd	0	1
gaytextbuddy	2	0
convey	0	10
stuffs	0	1
proper	0	1
upcharge	0	1
happens	0	7
tmr	0	27
tms	2	0
shrub	0	1
tmw	0	1
woul	0	1
ese	0	3
edrunk	0	1
bang	0	2
masked	1	0
happend	0	4
noise	0	1
uwana	0	1
expiry	1	0
host	0	1
although	0	2
wnevr	0	1
uwant	0	1
noisy	0	1
inconsiderate	0	2
about	7	144
actual	0	2
modl	0	1
flaky	0	2
blessings	0	3
tomo	0	19
tome	0	1
bergkamp	1	0
childrens	0	1
eruku	0	1
ashwini	0	1
doesnt	0	9
female	1	2
shesil	0	3
rct	1	0
vegetables	0	3
awarded	38	0
gthr	0	2
rcd	1	0
rcb	0	1
buz	0	1
buy	5	57
rodger	1	0
chatting	2	1
bus	0	30
brand	4	2
but	7	415
reminds	0	1
rajas	0	1
bookshelf	0	1
bluetooth	9	0
bud	0	4
wise	0	3
princes	0	1
glory	0	1
dhina	0	2
wish	2	46
j	16	7
flip	0	2
birthdate	0	2
flim	0	1
minutes	5	26
supreme	0	1
replying	6	2
pin	1	5
handset	6	0
pic	10	5
pie	0	4
pig	0	4
pix	4	4
accenture	0	1
campus	0	6
relaxing	0	1
dressed	0	2
detail	0	1
virtual	0	1
suganya	0	1
cashed	0	1
granite	2	0
nelson	0	1
dnot	0	1
bundle	1	0
cheque	0	1
ubi	0	1
christians	0	1
goin	0	22
starting	4	5
processed	1	1
spinout	0	1
limited	0	1
derp	0	1
facilities	0	1
sleep	0	55
hate	0	4
bfore	0	1
consider	0	2
paris	3	0
ttyl	0	6
under	0	6
pride	0	2
started	1	18
risk	0	1
rise	0	1
every	33	33
jack	0	1
fireplace	0	1
monkeys	0	2
missionary	0	1
school	0	25
solihull	0	1
plural	0	1
okies	0	1
ffffffffff	0	1
phonebook	0	1
enjoy	11	29
feathery	0	1
walsall	0	1
direct	10	2
street	2	8
muchxxlove	0	1
friendships	0	1
nbme	0	1
shining	0	2
blue	1	9
hide	1	1
christ	0	2
selected	25	4
formatting	0	1
causes	0	1
blur	0	1
supplies	0	1
becz	0	1
smeone	0	2
xclusive	1	0
bunkers	0	1
hundreds	0	1
studio	0	1
smokin	0	1
path	0	1
starer	0	1
remb	0	1
paining	0	1
digits	1	0
property	0	2
tx	0	1
forum	0	2
auction	10	2
dificult	0	3
changed	1	5
fonin	0	1
beerage	0	1
jogging	0	2
mentor	0	1
subpoly	3	0
settled	0	4
tait	0	1
exeter	0	2
sorrows	0	1
offc	0	1
forums	0	2
would	4	65
hospital	0	10
fainting	0	1
assessment	0	1
breathe	1	2
replys	1	0
mush	0	1
phony	1	0
grief	0	1
phone	46	79
excellent	0	9
pouch	0	2
tampa	0	9
must	5	22
shoot	0	4
mf	1	0
join	16	11
mc	0	1
mb	0	2
mm	0	10
ml	0	1
mo	0	9
mi	0	1
mk	4	0
mj	0	1
mu	0	14
mt	1	3
mw	0	1
mp	6	2
ms	0	2
mr	2	11
oveable	0	1
my	12	602
bevies	0	1
etlp	1	0
velusamy	0	1
keep	6	60
guarantee	1	0
enc	0	1
end	12	27
eng	4	1
returning	0	1
buns	0	5
hassling	0	1
nitros	0	2
toxic	1	0
gate	0	1
finalise	0	1
badly	0	1
poker	0	2
cosign	0	1
description	0	1
othrs	0	1
mess	0	2
adrian	1	0
astoundingly	0	1
befor	0	4
splendid	0	1
perform	0	1
algorithms	0	1
jungle	0	1
enter	9	3
plumbing	0	1
harlem	0	1
entey	0	1
crckt	0	1
over	15	54
becaus	0	1
jacuzzi	0	1
london	4	2
thesis	0	2
img	1	0
imf	0	1
cld	0	2
howdy	0	1
imp	0	2
howda	0	1
urination	0	1
unrecognized	0	1
diseases	0	1
eurodisinc	2	0
echo	1	0
rental	12	0
reffering	0	1
alex	0	8
notified	1	0
chuck	0	1
detroit	1	1
bakrid	0	1
filling	0	2
newport	0	1
each	8	8
lasting	0	1
gprs	1	0
signing	0	2
hanger	0	1
dudette	0	1
practising	0	1
saturday	7	9
dodgey	0	1
gon	0	1
nitw	0	1
driving	1	20
sang	1	0
god	1	38
psychic	1	0
laid	4	1
nite	4	27
got	7	223
bremoved	1	0
fren	0	4
associate	0	1
free	174	59
fieldof	0	1
icky	0	1
rain	0	9
wanted	1	25
fret	0	2
days	16	31
weightloss	0	1
pence	3	0
onto	7	0
shinco	1	0
rang	0	3
already	1	88
bandages	0	1
hearing	0	1
lovable	0	11
fantasy	5	0
philosophical	0	1
teletext	1	0
nhs	0	1
tor	0	1
sarcasm	0	2
top	16	6
tot	0	21
tok	0	2
too	1	106
tol	0	1
tom	1	2
inconvenient	0	1
toa	0	3
tog	0	3
ceiling	0	1
murder	0	6
stchoice	1	0
watershd	0	1
tooo	0	2
tool	0	2
took	0	19
toot	0	2
western	0	1
servs	1	0
scenario	0	1
roles	0	1
classes	0	2
flame	0	1
varaya	0	1
bridge	0	1
ran	0	5
raj	0	2
screwd	0	1
talking	0	13
advising	0	1
lunchtime	0	1
biola	0	2
womdarfull	0	1
configure	0	1
steamboat	0	1
snow	0	12
snot	0	1
derek	0	5
laughed	0	3
mathews	0	1
though	1	26
glands	0	1
daaaaa	0	1
audition	0	3
bsn	0	1
plenty	0	5
mising	0	1
coin	0	1
rakhesh	0	10
treats	0	1
flow	0	1
entertaining	0	1
wrecked	0	1
loooooool	0	1
ppermesssubscription	3	0
contacted	5	0
queen	0	4
thkin	0	1
radio	1	3
baig	0	1
earth	0	6
situations	0	1
desparate	0	2
photo	3	4
lodge	0	1
interfued	0	1
watch	0	32
raksha	0	1
avble	1	0
wedding	1	2
report	0	5
frying	0	2
beads	0	1
snd	0	1
thekingshead	0	1
subscriptn	1	0
twice	0	5
erupt	0	1
keypad	0	1
habit	0	2
liquor	0	1
youphone	0	1
nus	0	2
recieve	1	0
num	0	5
bed	0	30
corrupt	0	1
disturbing	0	2
vewy	0	1
becausethey	1	0
gloucesterroad	0	1
capacity	0	1
dabooks	0	1
muz	0	10
prakasam	0	1
yavnt	0	1
hopefully	0	5
mum	0	19
drivin	0	4
aquarius	0	1
weak	0	4
however	1	7
boss	0	9
ifink	0	1
outages	0	1
wear	0	5
news	10	9
improve	0	2
protect	0	2
unicef	1	0
fault	0	7
elaya	0	1
jelly	0	1
players	0	7
games	15	1
movietrivia	2	0
sullivan	1	0
callertune	0	5
trust	0	9
hitler	0	1
conference	0	1
bathroom	0	1
been	42	84
quickly	0	3
beneficiary	0	2
beer	0	5
expected	0	1
drugs	0	10
xxx	12	24
catch	0	9
arestaurant	0	1
amrca	0	1
n	30	119
lesser	0	1
dept	1	0
weren	0	1
teachers	0	1
tim	0	1
wahala	0	1
broth	0	1
lifebook	0	1
nike	0	1
suggest	0	3
beside	0	1
ccna	0	1
dubsack	0	3
several	0	2
ammae	0	1
workout	0	1
pick	2	69
fridays	0	1
portal	0	1
characters	0	1
shortly	3	1
charlie	0	1
ocean	0	1
savings	0	1
greatest	0	2
milta	0	1
mother	0	7
hearts	0	2
dads	0	1
snowman	0	2
sweatter	0	1
laptop	0	12
didntgive	0	1
dearer	0	3
ela	0	2
pharmacy	0	1
teenager	1	0
gave	0	10
thedailydraw	1	0
casting	0	1
breaks	1	0
burns	1	1
burnt	0	1
divert	0	1
apart	0	2
ditto	0	1
gift	20	6
footy	1	0
gifted	0	2
zoom	0	1
specific	0	2
transfred	0	1
lanre	0	1
avatar	0	3
picsfree	1	0
hunt	0	1
successfully	0	3
usher	2	0
election	0	1
escape	0	4
theyre	0	1
ruthful	0	1
ice	1	8
everything	0	28
cooped	0	1
freshers	0	1
cnl	1	0
christmas	1	10
booking	1	2
officer	0	1
holiday	32	15
foned	0	1
deleted	0	4
disappeared	0	1
discount	9	2
chapter	0	1
census	0	1
plum	0	1
urgran	0	1
dinner	0	36
plus	7	16
nooooooo	0	1
sept	3	1
aha	0	8
presence	1	0
ppm	49	0
bath	0	10
abeg	0	1
batt	0	1
ppw	2	0
ppt	1	0
abel	0	1
rounds	0	1
giv	1	3
voda	5	0
sunlight	0	1
why	12	72
virgin	1	1
anderson	0	1
virgil	0	1
gin	0	2
moro	1	5
filthyguys	1	0
head	0	19
icmb	1	0
heal	0	1
polyphonic	5	0
scouse	0	1
heat	0	1
uncle	0	12
heap	0	1
removed	1	1
outfor	0	1
viva	0	2
flavour	0	1
bids	1	1
hmm	0	14
panicks	0	1
submitting	0	1
dizzee	1	0
knees	0	1
sometime	0	4
annoying	0	2
trip	4	16
ni	0	16
tix	0	1
tiz	0	1
eerie	5	0
oredi	0	15
na	0	11
nb	0	2
nd	21	12
ne	0	3
tis	0	5
til	0	25
ny	1	1
nz	0	1
setting	0	2
papers	0	2
tie	0	1
nr	1	0
nt	1	20
nw	0	5
picture	1	2
stoptxtstop	1	0
phoenix	2	0
football	2	2
brief	0	1
blokes	0	1
younger	0	1
longer	0	8
ryder	0	1
yowifes	0	1
neighbors	0	1
coach	0	1
ron	0	4
impression	0	1
rob	0	1
ouch	0	1
leads	0	1
llc	1	0
ros	0	1
row	16	3
jurong	0	1
environment	0	2
charge	10	8
promoting	0	1
knackered	0	3
faggy	0	2
sponsors	0	1
cnn	0	2
cook	0	4
li	0	1
brekkie	0	1
cool	2	40
level	0	1
posts	1	1
brother	1	19
quick	0	8
gdeve	0	1
accumulation	0	1
pmt	0	1
says	0	26
porn	3	0
irritates	0	2
addamsfa	2	0
sayy	0	1
colin	1	0
voucher	15	1
clubsaisai	1	0
fear	0	3
drinks	2	3
oblisingately	0	1
stressful	0	1
stands	0	1
pobox	42	0
goes	0	25
reply	93	42
kama	0	1
water	0	10
entertain	0	1
shove	0	1
healthy	0	1
guilty	0	3
timings	0	1
ujhhhhhhh	0	1
exams	0	5
weird	0	4
purchases	0	1
problematic	0	1
durham	0	1
okday	0	1
plm	0	2
prem	1	1
bulbs	2	0
stated	0	1
sports	1	1
horniest	1	0
msn	0	2
prey	0	3
iphone	0	1
memory	0	1
msg	55	53
today	21	138
dismay	0	1
audiitions	0	1
suggestions	0	1
goten	1	0
chocolate	0	2
beers	0	1
luvs	0	2
nevering	0	1
tookplace	0	1
local	5	1
miiiiiiissssssssss	0	1
airtel	0	2
chiong	0	1
pickle	0	2
figure	0	8
performed	0	1
videosounds	1	0
requirements	0	1
secured	1	0
vital	0	1
fourth	0	1
mquiz	1	0
vodafone	6	0
unbelievable	0	2
information	8	4
stil	0	1
crashed	0	1
birthday	1	28
praps	0	1
eighth	0	2
optout	23	0
curry	0	2
inform	0	4
hogli	0	1
mallika	0	1
increase	0	1
refund	0	1
scammers	1	0
midnight	1	6
canary	2	0
vatian	1	0
paracetamol	0	1
blocked	0	1
dreading	0	1
apes	0	1
abusers	0	1
swann	0	1
vth	0	1
offers	12	1
hanks	0	1
happened	0	16
lonely	2	3
moms	0	5
conversations	0	1
applausestore	1	0
chuckin	0	1
ppl	0	5
permissions	0	1
term	2	2
name	15	33
accidant	0	1
debating	0	1
realise	0	2
busty	1	0
torch	0	6
nurungu	0	3
catching	0	3
zebra	1	0
begun	0	1
ultimately	0	1
profit	3	1
factory	0	1
someplace	0	1
kent	0	2
gram	0	2
gautham	0	3
clover	0	1
attended	0	1
theory	0	4
satanic	0	1
queries	1	0
boobs	0	1
previews	0	1
accommodation	1	0
yup	0	43
minapn	1	0
amma	0	1
turn	1	3
place	5	55
yuo	0	2
swing	0	12
ammo	0	1
predictive	0	1
bishan	0	3
bthere	0	1
thinkthis	0	1
bslvyl	0	13
lakhs	0	1
hairdressers	0	1
george	2	0
millions	0	1
iam	0	7
given	0	3
necessarily	0	2
stuck	0	3
widelive	2	0
bahamas	2	0
returns	0	5
chastity	0	1
white	0	5
ias	0	2
gives	0	6
hug	0	3
season	1	4
hun	0	5
huh	0	20
hui	0	1
hut	0	1
released	1	3
lage	0	1
copy	0	9
holder	6	0
specify	0	1
unfortunately	0	2
require	0	1
yeovil	0	1
r	31	123
cards	0	1
havnt	0	3
fizz	0	1
oath	0	1
pre	1	1
ana	0	1
chloe	1	0
pro	1	0
mates	13	2
rent	0	9
ans	5	6
sells	0	2
fffff	0	1
any	24	107
entropication	0	1
ideas	0	3
dining	1	0
ideal	0	2
animation	1	1
xxxxxx	2	0
epsilon	0	2
surf	0	1
sure	0	68
foundurself	0	1
sura	0	5
urgh	0	1
clearer	0	1
falls	0	3
visitors	0	1
multiply	0	1
cleared	0	2
icon	0	1
tncs	6	0
later	0	132
hungry	1	12
babyjontet	0	1
goigng	0	1
goodnoon	0	2
cuddled	0	1
raji	0	3
bawling	0	1
tke	0	1
tron	0	1
lyricalladie	1	0
cheat	0	2
meatballs	0	1
cheap	4	6
callcost	3	0
spaces	0	1
hack	1	0
tming	0	1
woot	0	1
genius	0	2
vpod	1	0
explicitly	0	1
uncles	0	4
jazz	0	5
begging	0	2
skilgme	4	0
mmsto	1	0
portions	0	1
misundrstud	0	1
freaking	0	1
reveal	10	0
regarding	0	3
cumin	1	0
naked	1	6
jokes	0	4
embassy	0	1
dough	0	2
pants	0	1
referin	0	1
prabu	0	1
violated	0	2
connections	0	2
college	0	16
parking	0	3
youwanna	0	1
exam	0	10
fails	0	2
ppmx	8	0
subsequent	1	0
review	4	2
definite	0	2
spoons	0	1
outside	0	15
adore	0	3
arrival	0	1
babygoodbye	1	0
dinero	0	1
wrd	0	1
zouk	1	0
guitar	0	1
sacked	0	1
como	0	1
comb	0	1
come	2	216
reaction	0	2
missions	0	1
quiet	0	2
contract	4	2
railway	0	3
merry	0	10
color	0	2
period	0	3
poly	17	0
poo	0	1
pole	1	1
ubandu	0	1
asthere	0	1
polo	2	0
frmcloud	0	1
pod	4	0
subscribed	3	0
howard	0	2
subscriber	4	0
deposited	0	1
peaceful	0	2
hardly	0	2
andres	0	1
blessing	0	2
tiger	1	0
coherently	0	1
careful	2	2
spirit	0	1
case	0	14
myself	0	10
stereophonics	1	0
cash	66	12
cast	1	0
slippery	0	1
dolls	0	1
slippers	0	3
telephone	1	1
someone	14	43
bowa	0	1
granted	0	1
reminded	0	1
check	4	35
nightnight	0	1
html	1	0
propose	0	2
reminder	2	1
events	0	1
week	50	60
gotmarried	0	1
downloads	3	0
driver	0	2
weed	0	10
director	0	1
persons	0	7
changing	0	1
cartoon	0	5
reallyneed	0	1
flaked	0	3
yhl	1	0
no	76	275
magical	0	3
without	0	22
model	0	7
reward	9	0
justify	0	1
when	11	261
kill	0	1
clos	0	3
hopeful	0	1
guides	0	1
blow	2	1
announcement	6	0
hint	0	2
rose	0	8
seems	0	9
except	0	7
blog	0	1
lets	1	17
bloo	0	1
kingdom	1	0
kills	0	2
delhi	0	2
fridge	0	1
cedar	0	1
furniture	0	2
patrick	0	1
faber	0	1
overemphasise	0	1
fidalfication	0	1
deduct	0	1
joking	0	6
itried	0	1
esplanade	0	4
tarot	1	0
respect	0	5
canteen	0	1
provided	3	0
slice	0	2
mood	0	8
highest	1	0
stops	0	3
moon	3	5
freek	0	1
provider	0	1
quitting	0	1
noworriesloans	1	0
txting	10	1
quit	0	5
nails	0	1
nudist	0	1
update	15	5
dropped	0	5
embarassing	0	1
earlier	0	14
on	121	367
ok	5	275
oi	0	2
oh	1	109
of	94	456
discussed	0	2
oz	2	4
ow	1	1
tariffs	6	0
os	0	1
or	180	221
ladies	3	3
gari	0	1
landlines	2	0
accounts	0	2
determine	0	1
gary	0	3
pthis	0	1
wahay	0	1
sabarish	0	1
theoretically	0	1
jamster	3	0
there	16	198
strict	0	1
sary	0	2
lovejen	0	2
cultures	0	1
energy	3	5
yah	0	1
gibe	0	1
fundamentals	0	1
tranquility	0	1
regard	1	0
spose	0	1
amongst	0	2
jus	0	32
juz	0	24
faster	1	3
applying	0	1
doc	0	4
langport	0	2
grasp	0	1
strongly	0	1
toilet	1	0
taylor	0	3
cinema	3	5
taste	0	2
intro	0	5
rvx	0	1
tasts	0	1
incorrect	1	0
hasnt	0	1
idiot	1	3
deserve	0	1
rubber	0	1
roses	1	0
trash	0	1
hmv	4	0
ptbo	0	3
pillows	0	1
symbol	2	1
trackmarque	1	0
includes	0	1
mjzgroup	1	0
flower	2	4
recognise	0	2
serious	0	6
spouse	0	1
booked	0	10
calls	17	12
wife	1	22
invest	0	2
wifi	0	2
barcelona	0	1
calld	0	2
directors	0	1
dokey	0	2
mumtaz	0	1
all	30	231
chinese	0	5
ali	0	1
dasara	0	1
scrappy	0	1
surgical	0	1
lacs	0	3
smoking	0	3
follow	2	1
disk	0	1
decisions	0	2
hmmm	0	13
julianaland	0	1
apartment	0	8
thursday	0	5
removal	2	0
lekdog	0	1
program	0	2
woould	0	1
winnersclub	1	0
activities	0	4
woman	1	4
worse	0	7
song	3	7
far	0	16
fav	1	1
fat	0	7
simpsons	1	0
psychologist	0	1
fan	0	2
fal	0	1
fab	0	2
sony	8	2
ticket	1	4
darling	2	3
list	0	7
grandfather	0	1
tel	1	13
ten	1	13
tea	0	7
tee	0	2
whens	0	1
tex	0	1
rate	30	2
invention	0	1
sue	1	0
hesitation	0	1
sub	8	2
telugu	0	2
sun	1	16
sum	0	5
anniversary	0	2
version	0	4
musta	0	1
sup	0	6
recharge	0	2
racing	0	2
sux	0	2
korli	0	1
hungover	0	1
shouldn	0	6
tunji	0	1
andrews	0	1
clarification	0	1
mmm	0	4
increments	2	0
allows	0	1
camcorder	15	0
suddenly	0	1
imagine	0	6
hogolo	0	1
texts	19	9
semester	0	11
webadres	0	1
steyn	0	1
shite	0	1
truble	0	1
minor	0	2
misscall	0	1
flat	0	5
knows	1	9
shahjahan	0	1
brothas	0	3
flag	5	0
basically	0	5
known	0	1
glad	1	9
missunderstding	0	1
v	5	43
sphosting	1	0
needing	0	1
atrocious	0	1
challenging	0	1
division	0	2
bhaji	0	2
sunscreen	0	1
efreefone	1	0
arise	0	1
chores	0	1
court	0	1
goal	1	1
rather	0	7
breaking	0	1
speeding	0	2
handsomes	0	1
okay	0	27
prepayment	2	0
algebra	0	1
weaknesses	0	1
adventure	0	2
concentrating	0	1
changes	0	2
short	0	9
famamus	0	1
stash	0	1
callback	3	0
shore	0	2
shade	0	1
tallahassee	0	1
vipclub	1	0
september	0	1
developed	0	1
isnt	0	6
alrite	0	7
avenue	0	1
okden	0	1
developer	0	1
leanne	0	1
style	0	8
pray	0	10
suply	0	1
abbey	0	1
resort	0	1
parts	0	1
bout	1	15
might	0	35
alter	0	1
sathya	0	1
wouldn	0	5
return	1	6
woulda	0	2
speechless	0	3
units	0	1
thuglyfe	0	1
leafcutter	0	1
afternon	0	1
bigger	0	3
instructions	2	1
ikno	0	1
tactless	0	1
yoville	0	1
friendship	0	22
weight	0	7
tonsolitusaswell	0	1
peeps	0	1
duchess	2	0
expect	0	4
scratching	0	1
prolly	0	3
alcohol	0	3
aslamalaikkum	0	1
iscoming	2	1
hill	0	4
qbank	0	1
friday	0	15
forgive	0	1
teach	0	6
guy	0	25
thrown	0	1
tsunamis	0	2
evone	0	1
thread	0	2
magicalsongs	0	1
boytoy	0	16
twenty	0	2
snowboarding	0	1
wld	0	2
throws	0	1
ding	0	2
dine	0	1
feel	0	56
fancy	9	5
feet	0	3
psxtra	0	1
dint	0	6
fees	0	3
unredeemed	4	0
slower	1	0
moan	1	5
story	0	20
leading	1	0
interviews	0	1
passed	0	4
tonght	0	1
gpu	0	2
syrup	0	1
store	8	3
headache	0	3
option	0	3
pump	0	1
relieved	0	1
helloooo	0	2
hotel	2	5
luckily	0	1
optical	0	1
wudn	0	1
convinced	0	1
uncut	0	1
mudyadhu	0	1
king	3	5
kind	0	16
double	13	6
outrageous	0	1
onam	0	1
stalk	0	1
risks	0	1
outdoors	0	1
dang	0	1
dane	0	1
jsut	0	2
gals	0	5
culdnt	0	1
tongued	0	1
nights	2	5
port	0	1
finding	0	1
irritated	0	1
buff	0	3
added	2	4
reckon	0	2
inconvenience	0	1
reach	5	26
jst	1	5
dontmatter	0	1
unsub	7	0
prestige	0	1
splat	0	1
doggin	1	0
grams	0	1
windows	0	2
dentist	0	1
lying	0	1
stones	0	1
rtf	1	0
rtm	0	1
fone	5	8
grandmas	0	1
cds	5	0
melody	0	1
costing	2	0
grazed	0	1
heavily	0	1
rebooting	0	1
shld	0	3
rayan	0	1
hip	0	4
his	1	63
hit	4	11
mfl	1	0
rings	1	0
fastest	2	0
ithink	0	1
compliments	0	1
him	2	99
luton	0	1
investigate	0	1
ofstuff	0	1
wrote	1	1
arr	0	1
art	0	3
dump	0	1
engalnd	0	1
dumb	0	2
are	76	369
bari	0	1
arm	0	2
threats	0	3
various	1	2
watchin	0	1
recently	2	5
sold	0	1
attention	0	1
uup	0	1
outfit	0	1
nicky	0	1
c	56	63
prescription	0	2
hesitant	0	1
breakin	0	1
annie	0	2
finds	0	1
flies	0	2
vettam	0	3
reasons	0	4
sweet	0	36
oyea	0	1
village	1	3
asda	0	1
slots	0	2
simpler	0	2
ps	0	3
pp	2	0
java	5	0
pw	2	0
dun	0	51
duo	0	1
hoops	0	1
px	1	1
due	2	4
whos	0	3
pc	6	3
pa	0	29
pg	1	1
weddingfriend	1	0
ph	2	2
po	35	3
pl	0	1
pm	31	24
affectionate	0	1
flight	1	2
confirmd	0	2
slaaaaave	0	1
vaguely	0	1
demand	0	2
kolathupalayam	0	1
rocking	0	1
varunnathu	0	1
stolen	1	0
batch	0	2
theres	0	2
jy	1	0
rip	0	1
ecstasy	0	1
longStringNumber	645	39
yogasana	0	5
ethnicity	0	1
panasonic	1	0
sugababes	1	0
shirt	0	5
lengths	0	1
delicious	0	1
peoples	0	1
advise	3	0
nimya	0	6
shangela	0	1
mountain	0	1
ntwk	4	0
arrived	0	1
kanagu	0	1
lower	0	2
lowes	0	1
suman	0	1
cheek	0	1
anybody	0	6
analysis	0	1
sleepingwith	1	0
cheer	0	3
edge	0	2
reliant	0	1
anythiing	0	1
questions	6	6
prince	0	2
witin	0	1
tigress	0	1
tablet	0	1
treacle	0	1
exhibition	0	1
kodstini	0	1
complaint	0	2
sittin	0	1
unlimited	9	4
lovin	0	1
sac	0	2
ctter	0	1
chinnu	0	1
ignore	1	4
collect	23	5
tscs	7	0
province	0	1
fucking	0	15
understood	0	3
newsletter	1	0
unjalur	0	1
wannatell	0	1
pros	0	1
crisis	0	2
meds	0	6
prof	0	1
prob	0	16
anna	0	2
porridge	0	1
raiden	0	1
kalisidare	0	1
allalo	0	1
refused	4	0
bcmsfwc	1	0
strtd	0	1
qing	0	1
entrepreneurs	0	1
completing	0	1
plaza	0	2
range	0	2
complimentary	12	0
wanna	10	28
restrict	0	1
auntie	0	1
gudnyt	0	1
canal	0	2
impressed	0	1
rows	0	1
bruv	0	2
waqt	0	1
xoxo	0	1
alaikkum	0	1
fast	1	15
brum	0	1
sections	0	1
files	0	4
mountains	0	1
cloth	0	1
kavalan	0	2
reassurance	0	1
wnt	0	6
embarassed	0	3
motive	0	1
caller	12	1
barring	0	1
stalking	0	1
bstfrnd	0	3
z	0	1
called	1	32
bell	0	3
freak	0	4
stick	0	1
warning	0	2
rally	2	0
hellogorgeous	0	1
grr	0	1
peach	0	1
peace	0	3
barred	0	1
nick	1	0
gre	0	1
grl	0	1
anjola	0	1
yalrigu	0	1
incomm	0	1
sutra	0	1
missin	0	2
problems	0	6
helping	0	1
meaning	0	7
weigh	0	2
dled	0	1
bcoz	0	12
suffers	0	1
happier	0	1
geeee	0	5
